index,group,library,record,title,path,url
116,2,splib06,5382,Alunite+Dickite MV99-6-26b W1R1Fc,group.2um/sulfate+kaolingrp_natroalun+dickite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alunite+Dickite_MV99-6-26b_ASDFRc_AREF.html
117,2,splib06,252,Alunite GDS83 Na63 W1R1Bb,group.2um/sulfate_na63alun300c,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alunite_GDS83_Na63_BECKb_AREF.html
118,2,splib06,342,Alunite RES-9 Summitv (400C) W2R4Nb,group.2um/sulfate_na40alun400c,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alunite_RES-9_Summitv_(400C)_ASDNGb_AREF.html
119,2,splib06,276,Alunite GDS84 Na03 W2R4Na,group.2um/sulfate_alunNa03,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alunite_GDS84_Na03_BECKa_AREF.html
120,2,splib06,348,Alunite RES10 NA56% Syn 450C W2R4Na,group.2um/sulfate_alunNa56450c,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alunite_RES10_NA56percent_Syn_450C_NIC4a_RREF.html
121,2,splib06,354,Alunite RES12 NA78% Syn 450C W2R4NaIS,group.2um/sulfate_alunNa78.450c,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alunite_RES12_NA78percent_Syn_450C_NIC4a_RREF.html
122,2,splib06,5394,Alunite0.35K+.65Na CU91-217H W2R4Nb,group.2um/sulfate_alun35K65Na.low,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alunite0.35K+.65Na_CU91-217H_ASDFRb_AREF.html
123,2,splib06,5418,Alunite0.73K+.27Na CU91-217D W2R4Na,group.2um/sulfate_alun73K27Na.low,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alunite0.73K+.27Na_CU91-217D_NIC4a_RREF.html
124,2,splib06,5412,Alunite0.66K+.34Na CU91-217A W2R4Nb,group.2um/sulfate_alun66K34Na.low,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alunite0.66K+.34Na_CU91-217A_NIC4b_RREF.html
125,2,splib06,5976,Muscovite CU91-250A med Al W2R4NbS,group.2um/micagrp_muscovite-med-Al,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alunite.5+MuscCU91-250A_AMX4_BECKa_AREF.html
126,2,sprlb06,1038,Calcite.33+Kaol.33+Mus AMXr2 W1R1Ba,group.2um/calcite.33+kaol.33+mus-AMXr2,No available USGS Spectral Library 7 Description Reference
127,2,sprlb06,654,Muscovite GDS113 Ruby >37um W1R1Hb,group.2um/micagrp_muscovite-medhigh-Al,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Muscovite_GDS113_Ruby_ASDNGa_AREF.html
128,2,splib06,3876,Paragonite GDS109 W1R1Ba,group.2um/micagrp_paragonite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Paragonite_GDS109_BECKa_AREF.html
129,2,sprlb06,714,Illite IMt-1.b <2um W1R1BaS,group.2um/micagrp_illite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Illite_IMt-1.b_lt2um_ASDNGa_AREF.html
130,2,sprlb06,726,Illite GDS4.2 Marblehead_WI W1R1H_,group.2um/micagrp_illite.gds4,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Illite_GDS4.2_Marblehead_ASDNGb_AREF.html
131,2,splib06,3306,Muscovite CU93-1 low-Al Phyl W2R4Nb,group.2um/micagrp_muscovite-low-Al,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Muscovite_CU93-1_low-Al_Phyl_NIC4b_RREF.html
132,2,splib06,3372,Muscovite GDS116 Tanzania W1R1Ba,group.2um/micagrp_muscoviteFerich,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Muscovite_GDS116_Tanzania_BECKa_AREF.html
133,2,sprlb06,606,Kaolinite CM9 (wxl) W1R1Hb,group.2um/kaolgrp_kaolinite_wxl,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Kaolinite_CM9_ASDNGb_AREF.html
134,2,sprlb06,672,Kaolinite KGa-2 (pxl) W1R1Hb,group.2um/kaolgrp_kaolinite_pxl,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Kaolinite_KGa-2_(pxl)_ASDNGb_AREF.html
135,2,sprlb06,684,Halloysite NMNH106237 W1R1Ha,group.2um/kaolgrp_halloysite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Halloysite_NMNH106237_ASDNGa_AREF.html
136,2,splib06,3462,Nacrite GDS88,group.2um/kaolgrp_nacrite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Nacrite_GDS88_BECKc_AREF.html
137,2,sprlb06,708,Dickite NMNH106242 W1R1Bb,group.2um/kaolgrp_dickite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Dickite_NMNH106242_ASDNGb_AREF.html
138,2,sprlb06,618,Gypsum HS333.3B (Selenite) W1R1Ha,group.2um/sulfate_gypsum,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Gypsum_HS333.3B_(Selenite)_ASDNGa_AREF.html
139,2,splib06,5868,Kaolin_Smect H89-FR-2 .5Kaol W1R1Bb,group.2um/kaolin.5+smect.5,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Kaolin_Smect_H89-FR-2_.5Kaol_BECKb_AREF.html
140,2,splib06,5880,Kaolin_Smect H89-FR-5 .3Kaol W1R1Bb,group.2um/kaolin.3+smect.7,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Kaolin_Smect_H89-FR-5_.3Kaol_BECKb_AREF.html
141,2,sprlb06,588,Montmorillonite SWy-1 W1R1Hb,group.2um/smectite_montmorillonite_na_highswelling,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Montmorillonite_SWy-1_ASDNGb_AREF.html
142,2,sprlb06,54,Montmorillonite_Fe GDS759A,group.2um/smectite_montmorillonite_fe_swelling,No available USGS Spectral Library 7 Description Reference
143,2,sprlb06,600,Montmorillonite SAz-1 W1R1Hb,group.2um/smectite_montmorillonite_ca_swelling,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Montmorillonite_SAz-1_ASDNGb_AREF.html
144,2,sprlb06,60,HyBasaltGlassMLUT03-9CMarP&T,group.2um/sioh_hydrated_basaltic_glass,No available USGS Spectral Library 7 Description Reference
145,2,sprlb06,66,Kieserite Batch4 GDS671,group.2um/sulfate_kieserite,No available USGS Spectral Library 7 Description Reference
146,2,sprlb06,150,Szomolnokite NMNH104303 UT,group.2um/sulfate_szomolnokite,No available USGS Spectral Library 7 Description Reference
147,2,sprlb06,192,Szomolnokite GDS874 Heat275C,group.2um/sulfate_szomolnokite_heated,No available USGS Spectral Library 7 Description Reference
148,2,sprlb06,96,Perchlorate_Mg GDS851.2 220K,group.2um/perchlorate_mg,No available USGS Spectral Library 7 Description Reference
149,2,sprlb06,144,Perchlorate_Na GDS857 230C,group.2um/perchlorate_na,No available USGS Spectral Library 7 Description Reference
150,2,splib06,5466,Beidellite+Montmor GDS123,group.2um/smectite_beidellite_gds123,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Beidellite+Montmor_GDS123_ASDFRb_AREF.html
151,2,splib06,5478,Beidellite+Montmor GDS124,group.2um/smectite_beidellite_gds124,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Beidellite_GDS124_ASDFRb_AREF.html
152,2,splib06,990,Chalcedony CU91-6A W1R1Ba,group.2um/sioh_chalcedony,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Chalcedony_CU91-6A_BECKa_AREF.html
153,2,splib06,1488,Diaspore HS416.3B W1R1Bb,group.2um/hydroxide_diaspore,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Diaspore_HS416.3B_BECKb_AREF.html
154,2,splib06,4188,Pyrophyllite PYS1A fine gr W1R1Ba,group.2um/pyrophyllite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Pyrophyllite_PYS1A_gt250um_ASDNGa_AREF.html
155,2,splib06,6054,Pyrophyl.25+wxlKaol.75 AMX17,group.2um/kaol.75+pyroph.25,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Pyrophyl.25+wxlKaol.75_AMX17_BECKb_AREF.html
156,2,splib06,6060,Pyrophyl.50+Ca-Mont.50 AMX16 W1R1Ba,group.2um/pyroph.5+mont0.5,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Pyrophyl.50+Ca-Mont.50_AMX16_BECKa_AREF.html
157,2,splib06,5358,Alun366+.50PyroPYS1A GDS222 W1R1Bb,group.2um/pyroph.5+alunit.5,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alun366+.50PyroPYS1A_GDS222_BECKb_AREF.html
158,2,splib06,5370,Alunite+Pyrophyl SD1093A W1R1Bb,group.2um/alunite+pyrophyl,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alunite+Pyrophyl_SD1093A_BECKb_AREF.html
159,2,splib06,6048,Pyrophyl+Muscovite JH_PYRM1 W1R1Fb,group.2um/pyroph+tr.musc,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Pyrophyl+Muscovite_JH_PYRM1_ASDFRb_AREF.html
160,2,splib06,5988,Muscovite+Pyrophyl JH_PYRP1 W1R1Fb,group.2um/musc+pyroph,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Muscovite+Pyrophyl_JH_PYRP1_ASDFRb_AREF.html
161,2,splib06,5352,Alun0.3+Musc0.4+Pyro0.3 AMX1 W1R1Ba,group.2um/alunite+musc+pyroph,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alun0.3+Musc0.4+Pyro0.3_AMX1_BECKa_AREF.html
162,2,splib06,5406,Alunite0.5+Kaol_KGa-1 AMX3 W1R1Bb,group.2um/alunite.5+kaol.5,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alunite0.5+Kaol_KGa-1_AMX3_BECKb_AREF.html
163,2,splib06,5910,Kaolwxl.75+Alun_HS295 AMX14 W1R1Bb,group.2um/kaol.75+alun.25,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Kaolwxl.75+Alun_HS295_AMX14_BECKb_AREF.html
164,2,splib06,5820,Kalun+kaol+gth mv2-ar3 W1R1Fb,group.2um/Kalun+kaol.intmx,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Kalun+kaol+gth_mv2-ar3_ASDFRb_AREF.html
165,2,splib06,5364,Alun_Na+Kaol+Hemat MV00-11a W1R1Fc,group.2um/Na-alun+kaol.intmx,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alun_Na+Kaol+Hemat_MV00-11a_ASDFRc_AREF.html
166,2,splib06,5832,Kaol.5+MuscCU91-250A AMX13 W1R1Bb,group.2um/kaolin.5+muscov.medAl,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Kaol.5+MuscCU91-250A_AMX13_BECKb_AREF.html
167,2,splib06,5838,Kaol_Wxl+0.5Musc_Ruby AMX12 W1R1Ba,group.2um/kaolin.5+muscov.medhighAl,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Kaol_Wxl+0.5Musc_Ruby_AMX12_BECKa_AREF.html
168,2,sprlb06,870,Kaol+Musc_intimate CU93-5C W1R1Ha AREF,group.2um/kaolin+musc.intimat,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Kaol+Muscov_intimate_CU93-5C_ASDNGa_AREF.html
169,2,sprlb06,876,Muscov+Jaros CU93-314 coatng W1R1Hb,group.2um/musc+jarosite.intimat,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Muscov+Jaros_CU93-314_coatng_ASDNGb_AREF.html
170,2,splib06,5748,Gyp+jar+ill BRCM1 Marysvale W1R1Fb,group.2um/sulfate-mix_gypsum+jar+illite.intmix,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Gyp+jar+ill_BRCM1_Marysvale_ASDFRb_AREF.html
171,2,splib06,5766,Gyp.5+Kjar.3+hAlmsc.2 AMX24 W1R1Ba,group.2um/sulfate-mix_gyp+jar+musc.amix,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Gyp.5+Kjar.3+hAlmsc.2_AMX24_BECKa_AREF.html
172,2,splib06,5760,Gyp.4+jr20+msc.2+dic.2 AMX23 W1R1Ba,group.2um/sulfate-mix_gyp+jar+musc+dick.amix,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Gyp.4+jr20+msc.2+dic.2_AMX23_BECKa_AREF.html
173,2,splib06,5754,Gyp.3+jr.1+msc.4+dic.2 AMX22 W1R1Ba,group.2um/musc+gyp+jar+dick.amix,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Gyp.3+jr.1+msc.4+dic.2_AMX22_BECKa_AREF.html
174,2,splib06,5670,Dic.4+msc.3+gyp.2+jr.1 AMX20 W1R1Ba,group.2um/dick+musc+gyp+jar.amix,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Dic.4+msc.3+gyp.2+jr.1_AMX20_BECKa_AREF.html
175,2,splib06,5388,Alunite.5+MuscCU91-250A AMX4 W1R1Ba,group.2um/alunite.5+musc.5,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alunite.5+MuscCU91-250A_AMX4_BECKa_AREF.html
176,2,splib06,5346,Alun.33+Kaol.33+Musc.33 AMX2 W1R1Ba,group.2um/alunite.33+kaol.33+musc.33,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alun.33+Kaol.33+Musc.33_AMX2_BECKa_AREF.html
177,2,splib06,5982,Muscovite+Chlorite CU91-253D W2R4Na,group.2um/muscovite+chlorite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Muscovite+Chlorite_CU91-253D_NIC4a_RREF.html
178,2,sprlb06,786,Ammonio-Illite/Smectit GDS87 W1R1Hb,group.2um/smectite_ammonillsmec,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Ammonio-Illite-Smect_GDS87_BECKb_AREF.html
179,2,splib06,846,Buddingtonite GDS85 D-206 W1R1Bb,group.2um/feldspar_buddingtonite_ammonium,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Buddingtonite_GDS85_D-206_BECKb_AREF.html
180,2,splib06,5502,Buddingtnt+Na-Mont CU93-260B W2R4Nb,group.2um/feldspar_buddington.namont,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Buddingtnt+Na-Mont_CU93-260B_NIC4b_RREF.html
180,2,splib06,5502,Buddingtnt+Na-Mont CU93-260B W2R4Nb,group.2um/feldspar_buddington.namont2,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Buddingtnt+Na-Mont_CU93-260B_NIC4b_RREF.html
181,2,splib06,5502,Buddingtnt+Na-Mont CU93-260B W2R4Nb,group.2um/feldspar_buddington.namont,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Buddingtnt+Na-Mont_CU93-260B_NIC4b_RREF.html
181,2,splib06,5502,Buddingtnt+Na-Mont CU93-260B W2R4Nb,group.2um/feldspar_buddington.namont2,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Buddingtnt+Na-Mont_CU93-260B_NIC4b_RREF.html
182,2,splib06,5436,Alunite_NH4+Jaro NMNH145596A W1R1Bb,group.2um/sulfate_ammonalunite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alunite_NH4+Jaro_NMNH145596A_BECKb_AREF.html
183,2,splib06,390,Ammonio-Jarosite SCR-NHJ W1R1Ba,group.2um/sulfate_ammonjarosite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Ammonio-Jarosite_SCF-NHJ_BECKa_AREF.html
184,2,sprlb06,612,Dolomite HS102.3B W1R1Hb,group.2um/carbonate_dolomite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Dolomite_HS102.3B_ASDNGb_AREF.html
185,2,splib06,72,Actinolite NMNHR16485 W1R1Bb,group.2um/actinolite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Actinolite_NMNHR16485_BECKb_AREF.html
186,2,splib06,402,Amphibole NMNH78662 W1R1Bb,group.2um/amphibole,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Amphibole_NMNH78662_BECKb_AREF.html
187,2,splib06,774,Biotite HS28.3B W1R1Bb,group.2um/micagrp_biotite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Biotite_HS28.3B_BECKa_AREF.html
188,2,sprlb06,912,Biotite-phlogopite P23-5 Sam W1R1H_,group.2um/micagrp_biotite-phlogopite,No available USGS Spectral Library 7 Description Reference
189,2,splib06,5664,Chlorite_Serpentine BR93-22B W1R1Bb,group.2um/chlorite-skarn,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Chlorite_Serpentine_BR93-22B_BECKb_AREF.html
190,2,splib06,1080,Chlorite SMR-13.b 60-104um W1R1Ba,group.2um/chlorite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Chlorite_SMR-13.b_60-104um_BECKa_AREF.html
191,2,sprlb06,252,Prehnite+.50Chlorite AMIX,group.2um/prehnite+.50chlorite,No available USGS Spectral Library 7 Description Reference
192,2,sprlb06,258,Prehnite+.67Chlorite AMIX,group.2um/prehnite+.67chlorite,No available USGS Spectral Library 7 Description Reference
193,2,sprlb06,264,Prehnite+.75Chlorite AMIX,group.2um/prehnite+.75chlorite,No available USGS Spectral Library 7 Description Reference
194,2,sprlb06,276,Aragonite GDS898 Moracco,group.2um/carbonate_aragonite,No available USGS Spectral Library 7 Description Reference
195,2,sprlb06,660,Clinochlore GDS158 Flagst W1R1Hb,group.2um/chlorite_clinochlore,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Clinochlore_GDS158_Flagstaff_ASDNGb_AREF.html
196,2,splib06,1212,Clinochlore NMNH83369,group.2um/chlorite_clinochlore.nmnh83369,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Clinochlore_NMNH83369_BECKb_AREF.html
197,2,sprlb06,648,Clinochlore_Fe GDS157.b W1R1Ha,group.2um/chlorite_clinochlore.fe.gds157,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Clinochlore_Fe_GDS157.b_ASDFRa_AREF.html
198,2,splib06,1260,Clinochlore_Fe SC-CCa-1.b,group.2um/chlorite_clinochlore.fe.sc-cca-1,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Clinochlore_Fe_SC-CCa-1.b_BECKa_AREF.html
199,2,splib06,1338,Cookeite CAr-1.a 104-150um,group.2um/chlorite_cookeite-car-1.a,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Cookeite_CAr-1.a_104-150um_BECKb_AREF.html
200,2,splib06,1368,Cookeite CAr-1.c <30um,group.2um/chlorite_cookeite-car-1.c,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Cookeite_CAr-1.c_lt30um_BECKb_AREF.html
201,2,splib06,4872,Thuringite SMR-15.b 32um W1R1Ba,group.2um/chlorite_thuringite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Thuringite_SMR-15.b_80um_BECKa_AREF.html
202,2,splib06,1668,Epidote GDS26.a 75-200um W1R1Bb,group.2um/epidote,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Epidote_GDS26.a_75-200um_BECKb_AREF.html
203,2,splib06,2274,Hornblende_Fe HS115.3B W1R1Bc,group.2um/hornblende,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Hornblende_Fe_HS115.3B_BECKc_AREF.html
204,2,splib06,2538,Jarosite GDS24 Na W1R1Bb,group.2um/sulfate_jarosite-Na,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Jarosite_GDS24_Na_BECKb_AREF.html
205,2,splib06,2568,Jarosite GDS99 K 200C Syn W1R1Ba,group.2um/sulfate_jarosite-K,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Jarosite_GDS99_K_200C_Syn_BECKa_AREF.html
206,2,splib06,2604,"Jarosite SJ-1 H3O,10-20% W1R1Bb",group.2um/sulfate_jarosite-lowT,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Jarosite_SJ-1_H3O_10-20percent_BECKb_AREF.html
207,2,splib06,3930,Phlogopite HS23.3B W1R1Bb,group.2um/phlogopite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Phlogopite_HS23.3B_BECKa_AREF.html
208,2,splib06,5142,Tremolite HS18.3 W1R1Bc,group.2um/tremolite.or.talc,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Tremolite_HS18.3_BECKc_AREF.html
209,2,splib06,4800,Talc GDS23 74-250um fr W1R1Ba,group.2um/talc.crsgrnd,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Talc_GDS23_ASDNGa_AREF.html
210,2,splib06,4830,Talc WS659 W1R1Bb,group.2um/talc.fngrnd,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Talc_WS659_BECKb_AREF.html
211,2,splib06,5538,Calcite+Talc PC99-1G W1R1Fc,group.2um/talc+calcite.parkcity,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Calcite+Talc_PC99-1G_ASDFRc_AREF.html
212,2,splib06,5682,Dolomit+Calcite+Talc PC99-1E W1R1Fc,group.2um/talc+carbonate.parkcity,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Dolomit+Calcite+Talc_PC99-1E_ASDFRc_AREF.html
213,2,splib06,5568,Calcite.8+Ca-Montmor.2 AMX15 W1R1BbS,group.2um/carbonate_calcite+0.2Ca-mont,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Calcite.8+Ca-Montmor.2_AMX15_BECKb_AREF.html
214,2,splib06,5922,Magnesite+Hydroma HS47.3B W1R1Ba,group.2um/carbonate_magnesite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Magnesite+Hydromag_HS47.3B_BECKa_AREF.html
215,2,sprlb06,666,Calcite WS272 W1R1Ha,group.2um/carbonate_calcite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Calcite_WS272_ASDNGa_AREF.html
216,2,splib06,5532,Calcite+Dolomite.5 AMX8 W1R1Bb,group.2um/carbonate_calcite+dolomite.5,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Calcite.5+Dolomite.5_AMX8_BECKb_AREF.html
217,2,splib06,5694,Dolomite.50+Ca-Montmor AMX10 W1R1Bb,group.2um/carbonate_dolo+.5ca-mont,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Dolomite.5+Ca-Mont.5_AMX10_BECKb_AREF.html
218,2,splib06,5514,Calc.25+dolo.25+mont.5 AMX18 W1R1Bb,group.2um/calcite.25+dolom.25+Na-mont.5,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Calc.25+Dolo.25+Na-Mon_AMX18_BECKb_AREF.html
219,2,splib06,5508,Calc.25+Dolo.25+Ca-Mon AMX7 W1R1Bb,group.2um/carbonate_calcite.25+dolom.25+Ca-mont.5,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Calc.25+Dolo.25+Ca-Mont_AMX7_BECKb_AREF.html
220,2,splib06,4560,Siderite HS271.3B W1R1Ba,group.2um/carbonate_siderite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Siderite_HS271.3B_BECKa_AREF.html
221,2,splib06,3558,Nontronite NG-1.a W1R1Bb,group.2um/smectite_nontronite_swelling,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Nontronite_NG-1.a_BECKb_AREF.html
222,2,sprlb06,696,Hectorite SHCa-1.Ac-B W1R1Hb,group.2um/clay_hectorite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Hectorite_SHCa-1.Ac-B_BECKb_AREF.html
223,2,sprlb06,702,Saponite SapCa-1.AcB W1R1Hb,group.2um/saponite.or.talc,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Saponite_SapCa-1.AcB_BECKb_AREF.html
224,2,sprlb06,690,Sepiolite SepNev-1.AcB W1R1Ha,group.2um/sepiolite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Sepiolite_SepNev-1.AcB_BECKa_AREF.html
225,2,splib06,5574,Calcite.80+Mont_Swy-1 GDS212 W1R1Ba,group.2um/calcite+0.2Na-mont,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Calcite.80+Mont_Swy-1_GDS212_BECKa_AREF.html
226,2,splib06,5526,Calcite+.50Ca-Mont AMX6 W1R1Bb,group.2um/calcite+0.5Ca-mont,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Calcite.5+.Ca-Mont.5_AMX6_BECKb_AREF.html
227,2,splib06,5520,Calcite+.33Muscov AMX5 Ruby W1R1Ba,group.2um/carbonate_calcite+0.3muscovite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Calcite+.33Muscov_AMX5_Ruby_BECKa_AREF.html
228,2,sprlb06,30,Grass_dry+0.17%Na-Mont AMX35 W1R1Ba AREF,group.2um/organic_drygrass+.17Na-mont,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Grass_dry.83+.17NaMont_AMX35_BECKb_AREF.html
229,2,splib06,5688,Dolomite.5+Na-mont.5 AMX21 W1R1Bb,group.2um/carbonate_dolomite.5+Na-mont.5,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Dolomite.5+Na-Mont.5_AMX21_BECKb_AREF.html
230,2,splib06,5544,Calcite.33+Ca-mont.67 AMX19 W1R1Bb,group.2um/carbonate_smectite_calcite.33+Ca-mont.67,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Calcite.33+Ca-Mont.67_AMX19_BECKb_AREF.html
231,2,splib06,5580,Calcite.80wt+Kaol_CM9 GDS213 W1R1Ba,group.2um/carbonate_calcite+0.2kaolwxl,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Calcite.80wt+Kaol_CM9_GDS213_BECKa_AREF.html
232,2,splib06,5562,Calcite.7+Kaolwxl.3 AMX9 W1R1Ba,group.2um/carbonate_calcite0.7+kaol0.3,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Calcite.7+Kaolin-wxl.3_AMX9_BECKa_AREF.html
233,2,splib06,1314,Clintonite NMNH126553 W1R1Bc,group.2um/phyllosilicate.clintonite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Clintonite_NMNH126553_BECKc_AREF.html
234,2,splib06,3870,Palygorskite PFL-1 Attapulg W1R1Bb,group.2um/palygorskite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Palygorskite_PFL-1_Attapulg_BECKb_AREF.html
235,2,splib06,5298,Zoisite HS347.3B W1R1Bb,group.2um/zoisite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Zoisite_HS347.3B_BECKb_AREF.html
236,2,splib06,1626,Elbaite NMNH94217-1.c <74 W1R1Bb,group.2um/elbaite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Elbaite_NMNH94217-1.c_lt74_BECKb_AREF.html
237,2,splib06,1824,Gibbsite WS214 W1R1Bb,group.2um/hydroxide_gibbsite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Gibbsite_WS214_BECKb_AREF.html
238,2,splib06,3546,Niter GDS43 (K-Saltpeter) W1R1Ba,group.2um/nitrate_niter,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Niter_GDS43_(K-Saltpeter)_BECKa_AREF.html
239,2,splib06,5040,Topaz Mt._Antero_#5 W1R1Bb,group.2um/topaz,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Topaz_Mt_Antero_%235_BECKb_AREF.html
240,2,splib06,4278,Rhodochrosite HS338.3B W1R1Bb,group.2um/carbonate_rhodochrosite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Rhodochrosite_HS338.3B_BECKb_AREF.html
241,2,splib06,5268,Witherite HS273.3B W1R1Ba,group.2um/carbonate_witherite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Witherite_HS273.3B_BECKa_AREF.html
242,2,splib06,4026,Prehnite GDS613.a <60um,group.2um/prehnite,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Prehnite_GDS613.a_lt60um_ASDFRa_AREF.html
